ticket_id,subject,status,product,created_date,linked_incident,customer_id
SUP-0433,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2023-06-05,,CST-0141
SUP-0434,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2024-05-11,,CST-0142
SUP-0435,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2025-08-09,,CST-0142
SUP-0436,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,NovaCommerce,2024-04-29,,CST-0142
SUP-0437,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2022-01-31,,CST-0142
SUP-0438,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,AtlasPay,2021-07-03,,CST-0142
SUP-0439,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2023-04-05,,CST-0143
SUP-0440,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2021-02-18,,CST-0143
SUP-0441,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2024-08-16,,CST-0143
SUP-0442,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,InsightCRM,2021-01-21,,CST-0144
SUP-0443,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2024-05-19,,CST-0144
SUP-0444,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,VisionAI,2025-08-18,,CST-0145
SUP-0445,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2023-01-02,,CST-0146
SUP-0446,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2021-06-04,,CST-0146
SUP-0447,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2022-04-16,,CST-0147
SUP-0448,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,InsightCRM,2022-04-05,,CST-0147
SUP-0449,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,VisionAI,2021-05-13,,CST-0147
SUP-0450,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,InsightCRM,2023-02-05,,CST-0148
SUP-0451,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2021-03-31,,CST-0148
SUP-0452,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,InsightCRM,2021-10-14,,CST-0148
SUP-0453,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Open,VisionAI,2024-06-13,,CST-0148
SUP-0454,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,VisionAI,2022-07-20,,CST-0148
SUP-0455,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2022-01-11,,CST-0149
SUP-0456,The search filter in NovaCommerce is returning incorrect inventory counts.,Open,InsightCRM,2021-08-22,,CST-0149
SUP-0457,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,InsightCRM,2024-04-23,,CST-0149
SUP-0458,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2023-06-17,,CST-0149
SUP-0459,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2022-10-16,,CST-0149
SUP-0460,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,VisionAI,2023-01-25,,CST-0150
SUP-0461,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2023-06-11,,CST-0150
SUP-0462,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,FusionERP,2024-07-20,,CST-0150
SUP-0463,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Open,VisionAI,2021-01-20,,CST-0150
SUP-0464,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2023-05-14,,CST-0151
SUP-0465,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,NovaCommerce,2022-09-09,,CST-0151
SUP-0466,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2022-08-31,,CST-0151
SUP-0467,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2024-07-16,,CST-0151
SUP-0468,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2023-12-01,,CST-0151
SUP-0469,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2022-12-14,,CST-0152
SUP-0470,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2024-11-23,,CST-0152
SUP-0471,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2025-01-17,,CST-0152
SUP-0472,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2021-11-09,,CST-0152
SUP-0473,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2025-02-02,,CST-0153
SUP-0474,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2022-01-24,,CST-0154
SUP-0475,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2025-04-08,,CST-0154
SUP-0476,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2022-08-10,,CST-0154
SUP-0477,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2025-06-03,,CST-0154
SUP-0478,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2021-04-22,,CST-0154
SUP-0479,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2024-09-14,,CST-0155
SUP-0480,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Open,VisionAI,2025-08-25,,CST-0155
SUP-0481,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2022-10-04,,CST-0156
SUP-0482,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,CloudSync,2021-08-07,,CST-0156
SUP-0483,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,CloudSync,2025-09-25,,CST-0157
SUP-0484,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,AtlasPay,2024-01-06,,CST-0158
SUP-0485,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2025-11-25,,CST-0158
SUP-0486,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2021-11-13,,CST-0158
SUP-0487,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,NovaCommerce,2024-08-05,,CST-0159
SUP-0488,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2022-04-23,,CST-0159
SUP-0489,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,FusionERP,2025-01-19,,CST-0159
SUP-0490,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2025-05-14,,CST-0159
SUP-0491,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2023-05-02,,CST-0160
SUP-0492,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Open,FusionERP,2022-07-24,,CST-0161
SUP-0493,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2022-06-23,,CST-0162
SUP-0494,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2024-11-24,,CST-0162
SUP-0495,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2023-08-07,,CST-0162
SUP-0496,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2023-08-27,,CST-0162
SUP-0497,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,VisionAI,2023-01-13,,CST-0162
SUP-0498,System Error: Database connection pool exhaustion on insightcrm-api affecting our operations.,Closed,InsightCRM,2021-10-03,INC-0230,CST-0163
SUP-0499,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2022-01-19,,CST-0163
SUP-0500,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,VisionAI,2023-08-24,,CST-0163
SUP-0501,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2022-03-04,,CST-0163
SUP-0502,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2025-03-06,,CST-0163
SUP-0503,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Open,NovaCommerce,2024-08-01,,CST-0164
SUP-0504,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2023-09-05,,CST-0164
SUP-0505,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,NovaCommerce,2024-05-12,,CST-0164
SUP-0506,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,NovaCommerce,2023-07-13,,CST-0164
SUP-0507,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,FusionERP,2023-10-23,,CST-0164
SUP-0508,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,NovaCommerce,2025-06-19,,CST-0165
SUP-0509,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2024-05-13,,CST-0165
SUP-0510,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2025-07-26,,CST-0165
SUP-0511,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,FusionERP,2021-11-24,,CST-0165
SUP-0512,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2024-08-18,,CST-0165
SUP-0513,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2022-06-02,,CST-0166
SUP-0514,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,CloudSync,2023-12-17,,CST-0166
SUP-0515,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2021-05-15,,CST-0167
SUP-0516,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2024-01-22,,CST-0167
SUP-0517,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,VisionAI,2023-05-10,,CST-0168
SUP-0518,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,VisionAI,2021-06-30,,CST-0168
SUP-0519,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2022-01-25,,CST-0169
SUP-0520,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,NovaCommerce,2021-02-21,,CST-0169
SUP-0521,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2024-09-23,,CST-0169
SUP-0522,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,NovaCommerce,2023-04-29,,CST-0169
SUP-0523,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Open,VisionAI,2021-04-16,,CST-0170
SUP-0524,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2023-08-14,,CST-0170
SUP-0525,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,CloudSync,2025-08-10,,CST-0171
SUP-0526,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2022-12-02,,CST-0171
SUP-0527,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2021-09-04,,CST-0171
SUP-0528,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Open,VisionAI,2024-07-03,,CST-0172
SUP-0529,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,NovaCommerce,2021-02-06,,CST-0173
SUP-0530,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,NovaCommerce,2022-09-23,,CST-0173
SUP-0531,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,NovaCommerce,2024-07-07,,CST-0173
SUP-0532,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2021-08-10,,CST-0174
SUP-0533,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2024-11-09,,CST-0174
SUP-0534,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2021-01-07,,CST-0174
SUP-0535,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2023-06-06,,CST-0174
SUP-0536,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2022-10-19,,CST-0174
SUP-0537,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2021-05-14,,CST-0175
SUP-0538,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,AtlasPay,2023-10-29,,CST-0175
SUP-0539,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2024-01-24,,CST-0175
SUP-0540,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2023-03-08,,CST-0175
SUP-0541,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2022-03-30,,CST-0176
SUP-0542,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,InsightCRM,2022-10-10,,CST-0176
SUP-0543,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2021-06-09,,CST-0177
SUP-0544,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2021-01-26,,CST-0178
SUP-0545,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2023-10-02,,CST-0178
SUP-0546,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2024-03-20,,CST-0178
SUP-0547,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2025-12-28,,CST-0179
SUP-0548,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2024-03-03,,CST-0179
SUP-0549,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2024-03-28,,CST-0179
SUP-0550,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,NovaCommerce,2025-07-17,,CST-0179
SUP-0551,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2025-05-18,,CST-0180
SUP-0552,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2022-09-14,,CST-0180
SUP-0553,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2024-03-26,,CST-0180
SUP-0554,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,AtlasPay,2023-05-04,,CST-0181
SUP-0555,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,AtlasPay,2022-04-02,,CST-0181
SUP-0556,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2021-07-29,,CST-0181
SUP-0557,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2023-01-25,,CST-0182
SUP-0558,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,InsightCRM,2021-05-02,,CST-0182
SUP-0559,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,NovaCommerce,2025-11-06,,CST-0182
SUP-0560,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2021-05-23,,CST-0182
SUP-0561,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,VisionAI,2023-03-22,,CST-0182
SUP-0562,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2024-09-27,,CST-0183
SUP-0563,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,FusionERP,2024-07-31,,CST-0183
SUP-0564,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,FusionERP,2024-08-02,,CST-0183
SUP-0565,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2024-03-21,,CST-0183
SUP-0566,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,FusionERP,2023-04-13,,CST-0183
SUP-0567,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,NovaCommerce,2023-01-19,,CST-0184
SUP-0568,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,FusionERP,2022-10-25,,CST-0185
SUP-0569,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2023-08-27,,CST-0185
SUP-0570,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2023-07-17,,CST-0185
SUP-0571,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,NovaCommerce,2024-05-30,,CST-0186
SUP-0572,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,CloudSync,2024-04-03,,CST-0186
SUP-0573,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2021-04-30,,CST-0186
SUP-0574,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,InsightCRM,2021-08-27,,CST-0187
SUP-0575,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2025-04-28,,CST-0187
SUP-0576,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2021-05-10,,CST-0187
SUP-0577,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2022-03-18,,CST-0188
SUP-0578,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,AtlasPay,2025-07-18,,CST-0188
SUP-0579,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,InsightCRM,2024-06-27,,CST-0188
SUP-0580,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,InsightCRM,2025-04-19,,CST-0188
SUP-0581,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2023-11-23,,CST-0189
SUP-0582,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2021-03-06,,CST-0190
SUP-0583,System Error: Cache stampede in visionai-pipeline for metadata queries affecting our operations.,Closed,VisionAI,2021-04-09,INC-0085,CST-0190
SUP-0584,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,NovaCommerce,2021-11-26,,CST-0190
SUP-0585,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Open,AtlasPay,2025-05-20,,CST-0191
SUP-0586,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,AtlasPay,2021-08-29,,CST-0191
SUP-0587,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,AtlasPay,2023-03-21,,CST-0191
SUP-0588,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,VisionAI,2022-09-21,,CST-0192
SUP-0589,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,NovaCommerce,2022-02-07,,CST-0193
SUP-0590,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,NovaCommerce,2023-10-29,,CST-0193
SUP-0591,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,VisionAI,2021-04-07,,CST-0194
SUP-0592,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,CloudSync,2022-07-10,,CST-0194
SUP-0593,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,AtlasPay,2021-06-02,,CST-0195
SUP-0594,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,NovaCommerce,2021-09-20,,CST-0195
SUP-0595,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,AtlasPay,2022-01-09,,CST-0195
SUP-0596,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2022-11-24,,CST-0196
SUP-0597,ERP payroll calculation failed to generate invoices. This is a critical regulatory blocker.,Closed,CloudSync,2022-11-02,,CST-0196
SUP-0598,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,CloudSync,2025-09-09,,CST-0196
SUP-0599,Sync tool fails with conflict errors for large files. We are losing progress on changes.,Closed,CloudSync,2021-03-09,,CST-0196
SUP-0600,System Error: Routing loop in Istio service mesh for cloudsync-desktop affecting our operations.,Closed,CloudSync,2021-09-06,INC-0210,CST-0196
SUP-0601,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,VisionAI,2022-12-20,,CST-0197
SUP-0602,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2024-12-19,,CST-0197
SUP-0603,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2024-09-16,,CST-0197
SUP-0604,"Session keeps expiring every 15 minutes, forcing our staff to log in repeatedly. Extremely frustrating.",Closed,VisionAI,2024-01-14,,CST-0198
SUP-0605,Cannot process payments due to gateway timeout errors. This is blocking our checkout.,Closed,VisionAI,2021-02-09,,CST-0198
SUP-0606,Can you support Webhooks for AtlasPay transaction status changes? Polling is too slow.,Closed,FusionERP,2022-07-15,,CST-0199
SUP-0607,The CRM portal page load is taking over 10 seconds. Our sales reps are complaining.,Closed,FusionERP,2022-03-14,,CST-0200
SUP-0608,System Error: Database connection pool exhaustion on fusionerp-frontend affecting our operations.,Closed,FusionERP,2022-01-10,INC-0334,CST-0200
SUP-0609,The search filter in NovaCommerce is returning incorrect inventory counts.,Closed,FusionERP,2025-09-19,,CST-0200
SUP-0610,"We need an API endpoint to download raw metrics from VisionAI; currently, we can only view them in the dashboard.",Closed,FusionERP,2022-10-13,,CST-0200
