ticket_id,type,title,status,description,project,owner,adr,sprint,priority,dependencies,created_date,resolved_date
IA7-84,Bug,Fix broken CSS styles in insightcrm-api dashboard view,Blocked,Reported bug: fix broken css styles in insightcrm-api dashboard view causing test failures in production environment.,PRJ-008,EMP-119,,Sprint-2024-W31,Low,"[""IA7-30""]",2024-08-13,
NC2-103,Task,Security scanning of Docker base images for novacommerce-cart,Done,Developer chore: security scanning of docker base images for novacommerce-cart.,PRJ-003,EMP-010,,Sprint-2021-W46,Low,[],2021-11-22,2021-11-28
IA9-77,Story,Refactor API request validation for insightcrm-analytics,Done,"As a developer, we need to implement refactor api request validation for insightcrm-analytics to support customer growth.",PRJ-010,EMP-153,,Sprint-2023-W22,Medium,[],2023-06-12,2023-06-16
IA7-85,Bug,Resolve NullPointerException in insightcrm-api client,Done,Reported bug: resolve nullpointerexception in insightcrm-api client causing test failures in production environment.,PRJ-008,EMP-012,,Sprint-2024-W23,Medium,[],2024-06-25,2024-07-03
IA7-86,Story,Refactor API request validation for insightcrm-api,In Progress,"As a developer, we need to implement refactor api request validation for insightcrm-api to support customer growth.",PRJ-008,EMP-041,,Sprint-2022-W04,Low,[],2022-02-05,
AL5-79,Task,Write integration tests for atlaspay-ledger router,Done,Developer chore: write integration tests for atlaspay-ledger router.,PRJ-006,EMP-207,,Sprint-2025-W17,High,[],2025-05-15,2025-05-25
IA7-87,Task,Upgrade dependency libraries in insightcrm-api,Done,Developer chore: upgrade dependency libraries in insightcrm-api.,PRJ-008,EMP-111,,Sprint-2022-W42,High,[],2022-10-29,2022-11-08
NU1-83,Story,Optimize user session timeouts in novacommerce-ui,Done,"As a developer, we need to implement optimize user session timeouts in novacommerce-ui to support customer growth.",PRJ-002,EMP-015,,Sprint-2021-W48,Critical,[],2021-12-09,2021-12-14
CS11-84,Task,Upgrade dependency libraries in cloudsync-storage,Done,Developer chore: upgrade dependency libraries in cloudsync-storage.,PRJ-012,EMP-206,,Sprint-2022-W28,Medium,[],2022-07-26,2022-08-08
PL20-100,Task,Configure Prometheus alert rules for platform-logging,Done,Developer chore: configure prometheus alert rules for platform-logging.,PRJ-021,EMP-099,,Sprint-2021-W12,Critical,[],2021-03-28,2021-04-06
VP15-73,Task,Document API endpoints in OpenAPISchema for visionai-pipeline,Open,Developer chore: document api endpoints in openapischema for visionai-pipeline.,PRJ-016,EMP-221,,Sprint-2023-W10,Critical,[],2023-03-20,
FC16-42,Story,Integrate metrics reporting client in fusionerp-core,In Progress,"As a developer, we need to implement integrate metrics reporting client in fusionerp-core to support customer growth.",PRJ-017,EMP-219,,Sprint-2024-W19,Critical,[],2024-05-25,
AL5-80,Task,Security scanning of Docker base images for atlaspay-ledger,Done,Developer chore: security scanning of docker base images for atlaspay-ledger.,PRJ-006,EMP-123,,Sprint-2023-W42,Low,[],2023-10-21,2023-10-28
NC3-62,Task,Upgrade dependency libraries in novacommerce-checkout,Done,Developer chore: upgrade dependency libraries in novacommerce-checkout.,PRJ-004,EMP-175,,Sprint-2023-W16,Critical,[],2023-04-25,2023-05-02
DCC-68,Story,Integrate metrics reporting client in devops-ci-cd,Done,"As a developer, we need to implement integrate metrics reporting client in devops-ci-cd to support customer growth.",PRJ-025,EMP-246,,Sprint-2023-W22,Medium,[],2023-06-11,2023-06-25
AG4-90,Task,Write integration tests for atlaspay-gateway router,Done,Developer chore: write integration tests for atlaspay-gateway router.,PRJ-005,EMP-179,,Sprint-2022-W36,Medium,[],2022-09-11,2022-09-20
CD12-67,Story,Implement pagination for bulk queries in cloudsync-desktop controller,Done,"As a developer, we need to implement implement pagination for bulk queries in cloudsync-desktop controller to support customer growth.",PRJ-013,EMP-127,,Sprint-2023-W30,Medium,[],2023-08-11,2023-08-13
AG4-91,Bug,Resolve NullPointerException in atlaspay-gateway client,Done,Reported bug: resolve nullpointerexception in atlaspay-gateway client causing test failures in production environment.,PRJ-005,EMP-135,,Sprint-2021-W28,High,[],2021-07-27,2021-08-04
VI13-89,Story,Implement pagination for bulk queries in visionai-inference controller,Done,"As a developer, we need to implement implement pagination for bulk queries in visionai-inference controller to support customer growth.",PRJ-014,EMP-174,,Sprint-2022-W32,Critical,[],2022-08-26,2022-08-29
AP6-99,Story,Optimize user session timeouts in atlaspay-portal,Blocked,"As a developer, we need to implement optimize user session timeouts in atlaspay-portal to support customer growth.",PRJ-007,EMP-040,,Sprint-2023-W44,Low,[],2023-11-04,
FP17-84,Story,Refactor API request validation for fusionerp-payroll,Done,"As a developer, we need to implement refactor api request validation for fusionerp-payroll to support customer growth.",PRJ-018,EMP-215,,Sprint-2021-W06,Medium,[],2021-02-20,2021-02-22
CD10-74,Task,Upgrade dependency libraries in cloudsync-daemon,Done,Developer chore: upgrade dependency libraries in cloudsync-daemon.,PRJ-011,EMP-144,,Sprint-2023-W30,High,[],2023-08-01,2023-08-15
NC3-63,Bug,Fix memory leak in novacommerce-checkout concurrency routine,In Progress,Reported bug: fix memory leak in novacommerce-checkout concurrency routine causing test failures in production environment.,PRJ-004,EMP-175,,Sprint-2025-W11,Critical,[],2025-04-03,
FP17-85,Task,Write integration tests for fusionerp-payroll router,Blocked,Developer chore: write integration tests for fusionerp-payroll router.,PRJ-018,EMP-215,,Sprint-2024-W07,Low,[],2024-03-05,
CD12-68,Story,Optimize user session timeouts in cloudsync-desktop,Done,"As a developer, we need to implement optimize user session timeouts in cloudsync-desktop to support customer growth.",PRJ-013,EMP-156,,Sprint-2024-W51,High,[],2025-01-02,2025-01-05
IU8-79,Story,Optimize user session timeouts in insightcrm-ui,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-ui to support customer growth.",PRJ-009,EMP-017,,Sprint-2021-W12,High,[],2021-03-27,2021-04-01
AP6-100,Story,Refactor API request validation for atlaspay-portal,Done,"As a developer, we need to implement refactor api request validation for atlaspay-portal to support customer growth.",PRJ-007,EMP-040,,Sprint-2025-W31,Critical,"[""AP6-9""]",2025-08-19,2025-08-24
AL5-81,Bug,Resolve validation error on atlaspay-ledger post body parsing,Done,Reported bug: resolve validation error on atlaspay-ledger post body parsing causing test failures in production environment.,PRJ-006,EMP-207,,Sprint-2022-W24,Low,[],2022-06-28,2022-07-10
NC2-104,Task,Configure Prometheus alert rules for novacommerce-cart,Open,Developer chore: configure prometheus alert rules for novacommerce-cart.,PRJ-003,EMP-096,,Sprint-2025-W27,High,[],2025-07-21,
FP17-86,Bug,Fix transaction rollback failure in fusionerp-payroll checkout flow,Done,Reported bug: fix transaction rollback failure in fusionerp-payroll checkout flow causing test failures in production environment.,PRJ-018,EMP-149,,Sprint-2025-W29,High,[],2025-07-26,2025-08-05
PKM-57,Task,Configure Prometheus alert rules for platform-k8s-mesh,Done,Developer chore: configure prometheus alert rules for platform-k8s-mesh.,PRJ-020,EMP-147,,Sprint-2022-W18,Low,[],2022-05-18,2022-05-25
IA9-78,Story,Refactor API request validation for insightcrm-analytics,Blocked,"As a developer, we need to implement refactor api request validation for insightcrm-analytics to support customer growth.",PRJ-010,EMP-239,,Sprint-2025-W01,Low,[],2025-01-23,
IU8-80,Story,Optimize user session timeouts in insightcrm-ui,Open,"As a developer, we need to implement optimize user session timeouts in insightcrm-ui to support customer growth.",PRJ-009,EMP-148,,Sprint-2021-W42,Medium,[],2021-10-31,
AG4-92,Bug,Resolve NullPointerException in atlaspay-gateway client,Done,Reported bug: resolve nullpointerexception in atlaspay-gateway client causing test failures in production environment.,PRJ-005,EMP-159,,Sprint-2024-W45,Critical,[],2024-11-29,2024-12-10
NC2-105,Story,Add feature request endpoint to novacommerce-cart,In Progress,"As a developer, we need to implement add feature request endpoint to novacommerce-cart to support customer growth.",PRJ-003,EMP-175,,Sprint-2024-W25,Low,[],2024-06-30,
VI13-90,Story,Add feature request endpoint to visionai-inference,Open,"As a developer, we need to implement add feature request endpoint to visionai-inference to support customer growth.",PRJ-014,EMP-023,,Sprint-2023-W34,High,[],2023-08-28,
VP15-74,Bug,Resolve validation error on visionai-pipeline post body parsing,Done,Reported bug: resolve validation error on visionai-pipeline post body parsing causing test failures in production environment.,PRJ-016,EMP-140,,Sprint-2023-W38,Medium,[],2023-10-05,2023-10-11
AL5-82,Story,Add feature request endpoint to atlaspay-ledger,Open,"As a developer, we need to implement add feature request endpoint to atlaspay-ledger to support customer growth.",PRJ-006,EMP-159,,Sprint-2024-W17,Critical,"[""AL5-2""]",2024-05-09,
AG4-93,Task,Upgrade dependency libraries in atlaspay-gateway,Blocked,Developer chore: upgrade dependency libraries in atlaspay-gateway.,PRJ-005,EMP-083,,Sprint-2023-W38,Medium,[],2023-10-06,
NU1-84,Story,Add feature request endpoint to novacommerce-ui,Done,"As a developer, we need to implement add feature request endpoint to novacommerce-ui to support customer growth.",PRJ-002,EMP-087,,Sprint-2025-W37,High,[],2025-09-24,2025-09-26
IA9-79,Story,Optimize user session timeouts in insightcrm-analytics,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-analytics to support customer growth.",PRJ-010,EMP-041,,Sprint-2021-W10,Low,[],2021-03-21,2021-04-04
CD12-69,Bug,Fix transaction rollback failure in cloudsync-desktop checkout flow,Done,Reported bug: fix transaction rollback failure in cloudsync-desktop checkout flow causing test failures in production environment.,PRJ-013,EMP-018,,Sprint-2023-W38,High,"[""CD12-37""]",2023-10-02,2023-10-12
AG4-94,Story,Integrate metrics reporting client in atlaspay-gateway,Done,"As a developer, we need to implement integrate metrics reporting client in atlaspay-gateway to support customer growth.",PRJ-005,EMP-135,,Sprint-2024-W19,Medium,[],2024-05-26,2024-05-29
IA7-88,Task,Document API endpoints in OpenAPISchema for insightcrm-api,Done,Developer chore: document api endpoints in openapischema for insightcrm-api.,PRJ-008,EMP-239,,Sprint-2021-W08,High,[],2021-03-07,2021-03-21
FC16-43,Story,Optimize user session timeouts in fusionerp-core,In Progress,"As a developer, we need to implement optimize user session timeouts in fusionerp-core to support customer growth.",PRJ-017,EMP-182,,Sprint-2024-W33,Critical,[],2024-08-31,
IA9-80,Task,Write integration tests for insightcrm-analytics router,Done,Developer chore: write integration tests for insightcrm-analytics router.,PRJ-010,EMP-119,,Sprint-2022-W08,Critical,"[""IA9-76""]",2022-03-08,2022-03-10
NC3-64,Story,Refactor API request validation for novacommerce-checkout,Done,"As a developer, we need to implement refactor api request validation for novacommerce-checkout to support customer growth.",PRJ-004,EMP-039,,Sprint-2023-W26,Medium,[],2023-07-09,2023-07-23
CD10-75,Task,Security scanning of Docker base images for cloudsync-daemon,Done,Developer chore: security scanning of docker base images for cloudsync-daemon.,PRJ-011,EMP-206,,Sprint-2025-W01,Critical,[],2025-01-11,2025-01-24
SAP-96,Story,Implement pagination for bulk queries in security-auth-proxy controller,Done,"As a developer, we need to implement implement pagination for bulk queries in security-auth-proxy controller to support customer growth.",PRJ-023,EMP-242,,Sprint-2023-W34,Low,[],2023-08-28,2023-09-02
NU1-85,Story,Implement pagination for bulk queries in novacommerce-ui controller,Done,"As a developer, we need to implement implement pagination for bulk queries in novacommerce-ui controller to support customer growth.",PRJ-002,EMP-087,,Sprint-2025-W39,Critical,[],2025-10-14,2025-10-23
CD12-70,Task,Configure Prometheus alert rules for cloudsync-desktop,Done,Developer chore: configure prometheus alert rules for cloudsync-desktop.,PRJ-013,EMP-127,,Sprint-2025-W43,Critical,[],2025-11-02,2025-11-15
VI13-91,Task,Write integration tests for visionai-inference router,Done,Developer chore: write integration tests for visionai-inference router.,PRJ-014,EMP-222,,Sprint-2025-W09,Medium,[],2025-03-20,2025-03-26
VP15-75,Bug,Resolve validation error on visionai-pipeline post body parsing,Open,Reported bug: resolve validation error on visionai-pipeline post body parsing causing test failures in production environment.,PRJ-016,EMP-060,,Sprint-2022-W44,Low,[],2022-11-17,
VP15-76,Bug,Fix memory leak in visionai-pipeline concurrency routine,Done,Reported bug: fix memory leak in visionai-pipeline concurrency routine causing test failures in production environment.,PRJ-016,EMP-060,,Sprint-2022-W06,Critical,[],2022-02-19,2022-03-03
CD10-76,Bug,Fix transaction rollback failure in cloudsync-daemon checkout flow,Done,Reported bug: fix transaction rollback failure in cloudsync-daemon checkout flow causing test failures in production environment.,PRJ-011,EMP-144,,Sprint-2023-W04,Low,[],2023-02-03,2023-02-08
CD10-77,Task,Security scanning of Docker base images for cloudsync-daemon,Done,Developer chore: security scanning of docker base images for cloudsync-daemon.,PRJ-011,EMP-218,,Sprint-2025-W41,High,[],2025-10-23,2025-11-03
PKM-58,Story,Integrate metrics reporting client in platform-k8s-mesh,Blocked,"As a developer, we need to implement integrate metrics reporting client in platform-k8s-mesh to support customer growth.",PRJ-020,EMP-056,,Sprint-2025-W15,Critical,[],2025-04-26,
FP17-87,Bug,Resolve NullPointerException in fusionerp-payroll client,Done,Reported bug: resolve nullpointerexception in fusionerp-payroll client causing test failures in production environment.,PRJ-018,EMP-014,,Sprint-2023-W28,High,[],2023-07-24,2023-08-04
NC2-106,Story,Integrate metrics reporting client in novacommerce-cart,Open,"As a developer, we need to implement integrate metrics reporting client in novacommerce-cart to support customer growth.",PRJ-003,EMP-175,,Sprint-2025-W47,Critical,[],2025-12-04,
CD10-78,Bug,Fix memory leak in cloudsync-daemon concurrency routine,Done,Reported bug: fix memory leak in cloudsync-daemon concurrency routine causing test failures in production environment.,PRJ-011,EMP-206,,Sprint-2022-W12,High,[],2022-04-02,2022-04-07
FF18-74,Story,Implement pagination for bulk queries in fusionerp-frontend controller,Done,"As a developer, we need to implement implement pagination for bulk queries in fusionerp-frontend controller to support customer growth.",PRJ-019,EMP-019,,Sprint-2022-W24,Medium,[],2022-06-28,2022-07-03
VI13-92,Story,Refactor API request validation for visionai-inference,Done,"As a developer, we need to implement refactor api request validation for visionai-inference to support customer growth.",PRJ-014,EMP-161,,Sprint-2021-W22,Critical,[],2021-06-05,2021-06-19
NU1-86,Story,Optimize user session timeouts in novacommerce-ui,In Progress,"As a developer, we need to implement optimize user session timeouts in novacommerce-ui to support customer growth.",PRJ-002,EMP-015,,Sprint-2024-W11,High,[],2024-04-03,
CD12-71,Task,Document API endpoints in OpenAPISchema for cloudsync-desktop,Done,Developer chore: document api endpoints in openapischema for cloudsync-desktop.,PRJ-013,EMP-106,,Sprint-2022-W42,Medium,[],2022-11-04,2022-11-07
IA7-89,Bug,Fix broken CSS styles in insightcrm-api dashboard view,Open,Reported bug: fix broken css styles in insightcrm-api dashboard view causing test failures in production environment.,PRJ-008,EMP-041,,Sprint-2021-W04,Medium,[],2021-02-12,
IA9-81,Task,Write integration tests for insightcrm-analytics router,Done,Developer chore: write integration tests for insightcrm-analytics router.,PRJ-010,EMP-111,,Sprint-2023-W16,Critical,"[""IA9-37""]",2023-05-02,2023-05-09
IA9-82,Bug,Fix memory leak in insightcrm-analytics concurrency routine,Blocked,Reported bug: fix memory leak in insightcrm-analytics concurrency routine causing test failures in production environment.,PRJ-010,EMP-041,,Sprint-2024-W45,Low,[],2024-11-17,
NA0-54,Bug,Resolve NullPointerException in novacommerce-api client,Done,Reported bug: resolve nullpointerexception in novacommerce-api client causing test failures in production environment.,PRJ-001,EMP-096,,Sprint-2021-W18,Medium,"[""NA0-50""]",2021-05-16,2021-05-23
DCC-69,Task,Configure Prometheus alert rules for devops-ci-cd,Done,Developer chore: configure prometheus alert rules for devops-ci-cd.,PRJ-025,EMP-045,,Sprint-2023-W44,Critical,"[""DCC-12""]",2023-11-13,2023-11-27
CS11-85,Story,Integrate metrics reporting client in cloudsync-storage,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-storage to support customer growth.",PRJ-012,EMP-085,,Sprint-2025-W25,High,[],2025-07-10,2025-07-24
DCC-70,Story,Integrate metrics reporting client in devops-ci-cd,Done,"As a developer, we need to implement integrate metrics reporting client in devops-ci-cd to support customer growth.",PRJ-025,EMP-051,,Sprint-2021-W18,Medium,[],2021-05-10,2021-05-23
VP15-77,Bug,Resolve NullPointerException in visionai-pipeline client,Done,Reported bug: resolve nullpointerexception in visionai-pipeline client causing test failures in production environment.,PRJ-016,EMP-097,,Sprint-2025-W11,Low,[],2025-03-31,2025-04-14
NC3-65,Bug,Fix transaction rollback failure in novacommerce-checkout checkout flow,Done,Reported bug: fix transaction rollback failure in novacommerce-checkout checkout flow causing test failures in production environment.,PRJ-004,EMP-175,,Sprint-2025-W17,Medium,[],2025-05-08,2025-05-20
FF18-75,Task,Document API endpoints in OpenAPISchema for fusionerp-frontend,Done,Developer chore: document api endpoints in openapischema for fusionerp-frontend.,PRJ-019,EMP-093,,Sprint-2021-W18,Critical,[],2021-05-18,2021-05-26
CS11-86,Story,Integrate metrics reporting client in cloudsync-storage,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-storage to support customer growth.",PRJ-012,EMP-013,,Sprint-2021-W12,Critical,"[""CS11-48""]",2021-03-27,2021-04-03
PL20-101,Story,Add feature request endpoint to platform-logging,Open,"As a developer, we need to implement add feature request endpoint to platform-logging to support customer growth.",PRJ-021,EMP-026,,Sprint-2025-W09,High,"[""PL20-13""]",2025-03-16,
PKM-59,Task,Security scanning of Docker base images for platform-k8s-mesh,Done,Developer chore: security scanning of docker base images for platform-k8s-mesh.,PRJ-020,EMP-063,,Sprint-2025-W15,Medium,[],2025-04-19,2025-04-29
CD10-79,Story,Integrate metrics reporting client in cloudsync-daemon,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-daemon to support customer growth.",PRJ-011,EMP-013,,Sprint-2025-W27,High,[],2025-07-19,2025-07-27
NC3-66,Story,Implement pagination for bulk queries in novacommerce-checkout controller,Done,"As a developer, we need to implement implement pagination for bulk queries in novacommerce-checkout controller to support customer growth.",PRJ-004,EMP-223,,Sprint-2022-W34,Medium,[],2022-09-07,2022-09-11
VI13-93,Bug,Fix broken CSS styles in visionai-inference dashboard view,Done,Reported bug: fix broken css styles in visionai-inference dashboard view causing test failures in production environment.,PRJ-014,EMP-174,,Sprint-2023-W50,Low,"[""VI13-37""]",2023-12-24,2024-01-01
CD10-80,Story,Add feature request endpoint to cloudsync-daemon,Done,"As a developer, we need to implement add feature request endpoint to cloudsync-daemon to support customer growth.",PRJ-011,EMP-085,,Sprint-2021-W26,Low,[],2021-07-10,2021-07-16
CD10-81,Bug,Fix memory leak in cloudsync-daemon concurrency routine,Done,Reported bug: fix memory leak in cloudsync-daemon concurrency routine causing test failures in production environment.,PRJ-011,EMP-218,,Sprint-2021-W52,Medium,"[""CD10-40""]",2022-01-10,2022-01-15
DCC-71,Task,Configure Prometheus alert rules for devops-ci-cd,Open,Developer chore: configure prometheus alert rules for devops-ci-cd.,PRJ-025,EMP-045,,Sprint-2024-W01,High,"[""DCC-52""]",2024-01-14,
DCC-72,Bug,Fix broken CSS styles in devops-ci-cd dashboard view,Done,Reported bug: fix broken css styles in devops-ci-cd dashboard view causing test failures in production environment.,PRJ-025,EMP-128,,Sprint-2022-W38,Low,"[""DCC-9""]",2022-10-01,2022-10-14
NC3-67,Bug,Fix memory leak in novacommerce-checkout concurrency routine,Open,Reported bug: fix memory leak in novacommerce-checkout concurrency routine causing test failures in production environment.,PRJ-004,EMP-010,,Sprint-2024-W13,Low,[],2024-04-19,
CS11-87,Story,Integrate metrics reporting client in cloudsync-storage,Done,"As a developer, we need to implement integrate metrics reporting client in cloudsync-storage to support customer growth.",PRJ-012,EMP-144,,Sprint-2021-W30,Medium,[],2021-08-07,2021-08-21
CD10-82,Story,Add feature request endpoint to cloudsync-daemon,Done,"As a developer, we need to implement add feature request endpoint to cloudsync-daemon to support customer growth.",PRJ-011,EMP-218,,Sprint-2024-W31,Low,[],2024-08-21,2024-08-30
SAP-97,Story,Add feature request endpoint to security-auth-proxy,Blocked,"As a developer, we need to implement add feature request endpoint to security-auth-proxy to support customer growth.",PRJ-023,EMP-247,,Sprint-2025-W05,Medium,[],2025-02-20,
IU8-81,Task,Upgrade dependency libraries in insightcrm-ui,Done,Developer chore: upgrade dependency libraries in insightcrm-ui.,PRJ-009,EMP-148,,Sprint-2025-W03,Critical,[],2025-02-03,2025-02-11
PM21-102,Story,Implement pagination for bulk queries in platform-monitoring controller,Done,"As a developer, we need to implement implement pagination for bulk queries in platform-monitoring controller to support customer growth.",PRJ-022,EMP-235,,Sprint-2025-W31,High,[],2025-08-17,2025-08-28
FF18-76,Story,Refactor API request validation for fusionerp-frontend,Done,"As a developer, we need to implement refactor api request validation for fusionerp-frontend to support customer growth.",PRJ-019,EMP-232,,Sprint-2022-W20,Low,[],2022-05-26,2022-06-07
NA0-55,Bug,Resolve validation error on novacommerce-api post body parsing,Done,Reported bug: resolve validation error on novacommerce-api post body parsing causing test failures in production environment.,PRJ-001,EMP-202,,Sprint-2023-W14,Medium,[],2023-04-11,2023-04-22
PL20-102,Task,Write integration tests for platform-logging router,Done,Developer chore: write integration tests for platform-logging router.,PRJ-021,EMP-121,,Sprint-2024-W39,Medium,[],2024-10-06,2024-10-11
SS23-90,Story,Add feature request endpoint to security-scanner,Done,"As a developer, we need to implement add feature request endpoint to security-scanner to support customer growth.",PRJ-024,EMP-102,,Sprint-2023-W10,Medium,"[""SS23-27""]",2023-03-20,2023-03-31
SAP-98,Story,Optimize user session timeouts in security-auth-proxy,Done,"As a developer, we need to implement optimize user session timeouts in security-auth-proxy to support customer growth.",PRJ-023,EMP-028,,Sprint-2024-W45,Critical,"[""SAP-93""]",2024-11-26,2024-12-05
PL20-103,Task,Document API endpoints in OpenAPISchema for platform-logging,Blocked,Developer chore: document api endpoints in openapischema for platform-logging.,PRJ-021,EMP-157,,Sprint-2025-W45,High,[],2025-11-15,
PM21-103,Story,Refactor API request validation for platform-monitoring,Done,"As a developer, we need to implement refactor api request validation for platform-monitoring to support customer growth.",PRJ-022,EMP-121,,Sprint-2024-W35,Medium,[],2024-09-20,2024-09-25
PM21-104,Story,Add feature request endpoint to platform-monitoring,Done,"As a developer, we need to implement add feature request endpoint to platform-monitoring to support customer growth.",PRJ-022,EMP-137,,Sprint-2023-W38,Critical,[],2023-09-29,2023-10-07
NU1-87,Task,Write integration tests for novacommerce-ui router,Done,Developer chore: write integration tests for novacommerce-ui router.,PRJ-002,EMP-015,,Sprint-2025-W33,Critical,"[""NU1-37""]",2025-09-04,2025-09-12
AG4-95,Story,Integrate metrics reporting client in atlaspay-gateway,Done,"As a developer, we need to implement integrate metrics reporting client in atlaspay-gateway to support customer growth.",PRJ-005,EMP-179,,Sprint-2021-W50,Low,[],2021-12-29,2022-01-01
CS11-88,Story,Refactor API request validation for cloudsync-storage,Done,"As a developer, we need to implement refactor api request validation for cloudsync-storage to support customer growth.",PRJ-012,EMP-206,,Sprint-2022-W12,Medium,[],2022-04-05,2022-04-14
IU8-82,Story,Optimize user session timeouts in insightcrm-ui,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-ui to support customer growth.",PRJ-009,EMP-197,,Sprint-2022-W12,Medium,[],2022-03-28,2022-04-09
IA7-90,Bug,Fix broken CSS styles in insightcrm-api dashboard view,Done,Reported bug: fix broken css styles in insightcrm-api dashboard view causing test failures in production environment.,PRJ-008,EMP-111,,Sprint-2024-W03,Low,[],2024-02-04,2024-02-14
NC3-68,Story,Add feature request endpoint to novacommerce-checkout,Done,"As a developer, we need to implement add feature request endpoint to novacommerce-checkout to support customer growth.",PRJ-004,EMP-202,,Sprint-2024-W35,High,[],2024-09-10,2024-09-13
NC3-69,Story,Integrate metrics reporting client in novacommerce-checkout,In Progress,"As a developer, we need to implement integrate metrics reporting client in novacommerce-checkout to support customer growth.",PRJ-004,EMP-096,,Sprint-2022-W30,Medium,[],2022-08-03,
FF18-77,Task,Upgrade dependency libraries in fusionerp-frontend,Blocked,Developer chore: upgrade dependency libraries in fusionerp-frontend.,PRJ-019,EMP-093,,Sprint-2023-W50,Critical,"[""FF18-3""]",2023-12-22,
CD10-83,Task,Upgrade dependency libraries in cloudsync-daemon,Done,Developer chore: upgrade dependency libraries in cloudsync-daemon.,PRJ-011,EMP-218,,Sprint-2025-W15,Critical,[],2025-04-26,2025-05-05
NC3-70,Task,Configure Prometheus alert rules for novacommerce-checkout,Done,Developer chore: configure prometheus alert rules for novacommerce-checkout.,PRJ-004,EMP-175,,Sprint-2025-W01,High,[],2025-01-16,2025-01-27
CD12-72,Task,Document API endpoints in OpenAPISchema for cloudsync-desktop,Done,Developer chore: document api endpoints in openapischema for cloudsync-desktop.,PRJ-013,EMP-211,,Sprint-2024-W17,High,[],2024-05-17,2024-05-28
IA7-91,Story,Optimize user session timeouts in insightcrm-api,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-api to support customer growth.",PRJ-008,EMP-181,,Sprint-2025-W41,High,[],2025-10-23,2025-11-02
IA7-92,Story,Optimize user session timeouts in insightcrm-api,Done,"As a developer, we need to implement optimize user session timeouts in insightcrm-api to support customer growth.",PRJ-008,EMP-012,,Sprint-2024-W07,Low,[],2024-02-26,2024-03-02
NU1-88,Story,Integrate metrics reporting client in novacommerce-ui,Done,"As a developer, we need to implement integrate metrics reporting client in novacommerce-ui to support customer growth.",PRJ-002,EMP-231,,Sprint-2023-W16,Low,[],2023-04-25,2023-05-04
IA7-93,Task,Upgrade dependency libraries in insightcrm-api,Done,Developer chore: upgrade dependency libraries in insightcrm-api.,PRJ-008,EMP-181,,Sprint-2022-W10,Low,[],2022-03-24,2022-04-04
IU8-83,Task,Write integration tests for insightcrm-ui router,Done,Developer chore: write integration tests for insightcrm-ui router.,PRJ-009,EMP-197,,Backlog,Medium,"[""IU8-33""]",2025-12-28,2026-01-08
PKM-60,Task,Configure Prometheus alert rules for platform-k8s-mesh,Done,Developer chore: configure prometheus alert rules for platform-k8s-mesh.,PRJ-020,EMP-147,,Sprint-2024-W25,Low,[],2024-07-12,2024-07-22
DCC-73,Task,Configure Prometheus alert rules for devops-ci-cd,In Progress,Developer chore: configure prometheus alert rules for devops-ci-cd.,PRJ-025,EMP-154,,Sprint-2021-W00,Medium,"[""DCC-65""]",2021-01-14,
FF18-78,Story,Refactor API request validation for fusionerp-frontend,Done,"As a developer, we need to implement refactor api request validation for fusionerp-frontend to support customer growth.",PRJ-019,EMP-122,,Sprint-2024-W11,Low,[],2024-03-24,2024-03-31
FP17-88,Task,Write integration tests for fusionerp-payroll router,Done,Developer chore: write integration tests for fusionerp-payroll router.,PRJ-018,EMP-037,,Sprint-2021-W06,Low,[],2021-02-25,2021-03-01
IA7-94,Task,Write integration tests for insightcrm-api router,In Progress,Developer chore: write integration tests for insightcrm-api router.,PRJ-008,EMP-111,,Sprint-2025-W05,Medium,"[""IA7-59""]",2025-02-09,
NU1-89,Task,Write integration tests for novacommerce-ui router,Done,Developer chore: write integration tests for novacommerce-ui router.,PRJ-002,EMP-231,,Sprint-2022-W12,Medium,[],2022-04-08,2022-04-15
DCC-74,Story,Optimize user session timeouts in devops-ci-cd,Done,"As a developer, we need to implement optimize user session timeouts in devops-ci-cd to support customer growth.",PRJ-025,EMP-128,,Sprint-2024-W43,Medium,[],2024-11-07,2024-11-16
AL5-83,Story,Optimize user session timeouts in atlaspay-ledger,Done,"As a developer, we need to implement optimize user session timeouts in atlaspay-ledger to support customer growth.",PRJ-006,EMP-123,,Sprint-2023-W50,Critical,"[""AL5-54""]",2023-12-28,2024-01-02
NC3-71,Story,Integrate metrics reporting client in novacommerce-checkout,Done,"As a developer, we need to implement integrate metrics reporting client in novacommerce-checkout to support customer growth.",PRJ-004,EMP-039,,Sprint-2024-W47,High,[],2024-12-03,2024-12-15
FF18-79,Bug,Fix transaction rollback failure in fusionerp-frontend checkout flow,Done,Reported bug: fix transaction rollback failure in fusionerp-frontend checkout flow causing test failures in production environment.,PRJ-019,EMP-122,,Sprint-2024-W13,Critical,[],2024-04-14,2024-04-24
