incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0158,Unoptimized query on platform-logging database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-08 21:05:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-08 21:14:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-08 21:43:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-08 23:35:00""}]",Applied mitigation at 21:43:00 by rolling back production deployment DEP-0334 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0334,PR-0172,ADR-0042,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0159,Database connection pool exhaustion on cloudsync-desktop,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-09 01:57:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-09 02:04:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-09 02:34:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-09 03:25:00""}]",Applied mitigation at 02:34:00 by rolling back production deployment DEP-0330 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0330,PR-0168,ADR-0043,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0160,Database connection pool exhaustion on insightcrm-ui,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-09 17:13:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-09 17:25:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-09 18:18:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-09 19:15:00""}]",Applied mitigation at 18:18:00 by rolling back production deployment DEP-0336 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0336,PR-0165,ADR-0040,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0161,Cache stampede in platform-logging for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-10 08:19:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-10 08:26:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-10 08:48:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-10 09:37:00""}]",Applied mitigation at 08:48:00 by rolling back production deployment DEP-0338 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0338,PR-0163,ADR-0039,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0162,Cache stampede in platform-logging for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-12 01:25:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-12 01:39:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-12 02:36:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-12 03:21:00""}]",Applied mitigation at 02:36:00 by rolling back production deployment DEP-0340 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0340,PR-0169,ADR-0042,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0163,Cache stampede in insightcrm-analytics for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-13 22:12:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-13 22:26:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-13 22:46:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-14 00:05:00""}]",Applied mitigation at 22:46:00 by rolling back production deployment DEP-0342 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0342,PR-0170,ADR-0041,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0164,Database connection pool exhaustion on cloudsync-desktop,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-15 03:19:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-15 03:24:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-07-15 04:50:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-15 05:22:00""}]",Applied mitigation at 04:50:00 by rolling back production deployment DEP-0345 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0345,PR-0173,ADR-0043,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0165,Unoptimized query on novacommerce-cart database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-21 10:37:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-21 10:43:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-21 11:28:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-21 14:04:00""}]",Applied mitigation at 11:28:00 by rolling back production deployment DEP-0349 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0349,PR-0175,ADR-0044,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0166,Unoptimized query on platform-logging database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-21 17:29:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-21 17:35:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-07-21 18:37:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-21 19:35:00""}]",Applied mitigation at 18:37:00 by rolling back production deployment DEP-0347 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0347,PR-0160,ADR-0039,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0167,Database connection pool exhaustion on insightcrm-ui,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-24 01:04:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-24 01:17:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-24 02:40:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-24 05:18:00""}]",Applied mitigation at 02:40:00 by rolling back production deployment DEP-0351 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0351,PR-0177,,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0168,Routing loop in Istio service mesh for novacommerce-ui,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-24 08:02:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-24 08:10:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-24 08:33:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-24 09:13:00""}]",Applied mitigation at 08:33:00 by rolling back production deployment DEP-0353 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0353,PR-0182,,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0169,Out of memory (OOM) crash in insightcrm-ui pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-25 09:43:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-25 09:57:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-25 10:49:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-25 13:37:00""}]",Applied mitigation at 10:49:00 by rolling back production deployment DEP-0355 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0355,PR-0162,ADR-0040,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0170,Cache stampede in insightcrm-analytics for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-27 04:34:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-27 04:37:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-07-27 05:12:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-27 07:41:00""}]",Applied mitigation at 05:12:00 by rolling back production deployment DEP-0357 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0357,PR-0164,ADR-0041,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0171,Cache stampede in security-auth-proxy for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-27 09:03:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-27 09:07:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-27 10:00:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-27 12:31:00""}]",Applied mitigation at 10:00:00 by rolling back production deployment DEP-0359 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0359,PR-0183,ADR-0046,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0172,Unoptimized query on security-auth-proxy database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-28 09:18:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-28 09:25:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-28 10:03:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-28 13:48:00""}]",Applied mitigation at 10:03:00 by rolling back production deployment DEP-0363 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0363,PR-0191,,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0173,Message lag spike on Kafka partition for platform-logging,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-28 16:02:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-28 16:14:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-07-28 17:08:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-28 19:39:00""}]",Applied mitigation at 17:08:00 by rolling back production deployment DEP-0361 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0361,PR-0166,ADR-0042,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0174,Database connection pool exhaustion on visionai-pipeline,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-30 04:04:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-30 04:07:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-30 05:23:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-30 08:13:00""}]",Applied mitigation at 05:23:00 by rolling back production deployment DEP-0367 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0367,PR-0180,ADR-0049,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0175,Out of memory (OOM) crash in security-scanner pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-30 15:18:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-30 15:23:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-30 16:26:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-30 18:05:00""}]",Applied mitigation at 16:26:00 by rolling back production deployment DEP-0369 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0369,PR-0188,ADR-0047,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0176,Message lag spike on Kafka partition for cloudsync-desktop,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-30 22:42:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-30 22:49:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-07-31 00:11:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-31 02:05:00""}]",Applied mitigation at 00:11:00 by rolling back production deployment DEP-0365 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0365,PR-0167,ADR-0043,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0177,Unoptimized query on security-scanner database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-30 22:43:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-30 22:53:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-07-30 23:55:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-31 01:54:00""}]",Applied mitigation at 23:55:00 by rolling back production deployment DEP-0371 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0371,PR-0190,ADR-0047,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0178,Routing loop in Istio service mesh for atlaspay-portal,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-31 05:32:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-31 05:34:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-07-31 06:45:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-31 09:10:00""}]",Applied mitigation at 06:45:00 by rolling back production deployment DEP-0373 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0373,PR-0184,ADR-0045,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0179,Routing loop in Istio service mesh for novacommerce-ui,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-07-31 08:07:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-07-31 08:15:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-07-31 08:46:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-07-31 11:14:00""}]",Applied mitigation at 08:46:00 by rolling back production deployment DEP-0375 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0375,PR-0187,ADR-0050,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0180,Database connection pool exhaustion on atlaspay-portal,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-04 12:12:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-04 12:15:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-04 12:34:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-04 14:16:00""}]",Applied mitigation at 12:34:00 by rolling back production deployment DEP-0377 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0377,PR-0189,ADR-0048,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0181,Database connection pool exhaustion on insightcrm-analytics,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-04 20:36:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-04 20:45:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-04 21:26:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-05 00:56:00""}]",Applied mitigation at 21:26:00 by rolling back production deployment DEP-0379 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0379,PR-0192,ADR-0051,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0182,Out of memory (OOM) crash in novacommerce-cart pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (1Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-05 18:34:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-05 18:42:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-05 20:04:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-05 21:10:00""}]",Applied mitigation at 20:04:00 by rolling back production deployment DEP-0381 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0381,PR-0174,ADR-0044,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0183,Database connection pool exhaustion on insightcrm-analytics,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-09 01:50:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-09 02:05:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-09 03:19:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-09 06:06:00""}]",Applied mitigation at 03:19:00 by rolling back production deployment DEP-0383 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0383,PR-0200,ADR-0051,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0184,Database connection pool exhaustion on novacommerce-ui,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on database, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-11 14:18:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-11 14:33:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-11 15:59:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-11 18:07:00""}]",Applied mitigation at 15:59:00 by rolling back production deployment DEP-0385 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0385,PR-0196,ADR-0050,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0185,Routing loop in Istio service mesh for insightcrm-ui,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-11 23:30:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-11 23:32:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-08-12 00:53:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-12 02:44:00""}]",Applied mitigation at 00:53:00 by rolling back production deployment DEP-0387 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0387,PR-0199,,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0186,Out of memory (OOM) crash in atlaspay-portal pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (512Mi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-12 03:27:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-12 03:34:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-12 04:29:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-12 05:14:00""}]",Applied mitigation at 04:29:00 by rolling back production deployment DEP-0389 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0389,PR-0178,ADR-0045,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0187,Routing loop in Istio service mesh for visionai-pipeline,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-13 16:39:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-13 16:42:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-08-13 17:30:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-13 19:16:00""}]",Applied mitigation at 17:30:00 by rolling back production deployment DEP-0391 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0391,PR-0197,ADR-0049,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0188,Cache stampede in security-auth-proxy for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-08-15 23:49:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-08-15 23:55:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-08-16 01:02:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-08-16 04:42:00""}]",Applied mitigation at 01:02:00 by rolling back production deployment DEP-0393 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0393,PR-0181,ADR-0046,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
