feedback_id,sprint,project_id,adr_id,employee_id,difficulty_rating,opinion,suggestion
FDB-02872,Sprint-2025-W01,PRJ-011,,EMP-018,4,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Provide sandbox credentials for local database testing.
FDB-02873,Sprint-2023-W18,PRJ-018,,EMP-159,5,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-02874,Sprint-2024-W23,PRJ-024,,EMP-022,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Provide sandbox credentials for local database testing.
FDB-02875,Sprint-2022-W52,PRJ-024,,EMP-014,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Set up an internal knowledge base detailing API interface contracts.
FDB-02876,Sprint-2023-W42,PRJ-013,,EMP-096,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Refactor the billing module of cloudsync-desktop; it has too much technical debt.
FDB-02877,Sprint-2023-W20,PRJ-003,ADR-0132,EMP-036,1,Regarding ADR-0132 (Implement Memcached cache layer for novacommerce-cart): We hit some performance hiccups under load on novacommerce-cart after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0132.
FDB-02878,Sprint-2025-W45,PRJ-013,,EMP-238,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-02879,Sprint-2024-W07,PRJ-002,ADR-0291,EMP-159,4,Regarding ADR-0291 (Adopt Cassandra for novacommerce-ui database storage): We hit some performance hiccups under load on novacommerce-ui after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0291.
FDB-02880,Sprint-2024-W09,PRJ-012,,EMP-087,4,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-02881,Sprint-2024-W15,PRJ-002,,EMP-204,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for novacommerce-ui repository. Currently taking > 15 minutes.
FDB-02882,Sprint-2021-W50,PRJ-007,,EMP-040,4,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Enforce standard code linter rules globally.
FDB-02883,Sprint-2023-W02,PRJ-012,,EMP-221,5,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Enforce standard code linter rules globally.
FDB-02884,Sprint-2023-W46,PRJ-014,,EMP-058,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of visionai-inference; it has too much technical debt.
FDB-02885,Sprint-2021-W00,PRJ-003,ADR-0053,EMP-223,4,Regarding ADR-0053 (Adopt MySQL for novacommerce-cart database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0053.
FDB-02886,Sprint-2023-W38,PRJ-024,,EMP-017,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for security-scanner repository. Currently taking > 15 minutes.
FDB-02887,Sprint-2023-W18,PRJ-017,,EMP-243,5,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Refactor the billing module of fusionerp-core; it has too much technical debt.
FDB-02888,Sprint-2025-W15,PRJ-007,,EMP-022,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-02889,Sprint-2021-W22,PRJ-016,,EMP-097,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for visionai-pipeline repository. Currently taking > 15 minutes.
FDB-02890,Sprint-2021-W48,PRJ-012,,EMP-060,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-02891,Sprint-2021-W14,PRJ-003,ADR-0356,EMP-003,2,Regarding ADR-0356 (Implement Memcached cache layer for novacommerce-cart): The team found the design in ADR-0356 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0356.
FDB-02892,Sprint-2024-W27,PRJ-006,,EMP-011,4,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for atlaspay-ledger repository. Currently taking > 15 minutes.
FDB-02893,Sprint-2023-W52,PRJ-004,ADR-0158,EMP-181,3,Regarding ADR-0158 (Adopt MongoDB for novacommerce-checkout database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0158.
FDB-02894,Sprint-2025-W13,PRJ-018,,EMP-170,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-02895,Sprint-2021-W52,PRJ-021,,EMP-097,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Set up an internal knowledge base detailing API interface contracts.
FDB-02896,Sprint-2021-W14,PRJ-002,,EMP-087,4,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-02897,Sprint-2021-W40,PRJ-021,ADR-0023,EMP-084,2,Regarding ADR-0023 (Implement Memcached cache layer for platform-logging): We hit some performance hiccups under load on platform-logging after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0023.
FDB-02898,Sprint-2022-W48,PRJ-022,ADR-0020,EMP-159,3,Regarding ADR-0020 (Adopt Cassandra for platform-monitoring database storage): We hit some performance hiccups under load on platform-monitoring after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0020.
FDB-02899,Sprint-2024-W31,PRJ-015,,EMP-227,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for visionai-training repository. Currently taking > 15 minutes.
FDB-02900,Sprint-2024-W13,PRJ-023,,EMP-217,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-02901,Sprint-2023-W22,PRJ-003,ADR-0078,EMP-231,3,Regarding ADR-0078 (Introduce Kafka for decoupled communications in novacommerce-cart): We hit some performance hiccups under load on novacommerce-cart after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0078.
FDB-02902,Sprint-2021-W20,PRJ-008,ADR-0184,EMP-016,2,Regarding ADR-0184 (Implement Redis cache layer for insightcrm-api): The team found the design in ADR-0184 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0184.
FDB-02903,Sprint-2023-W50,PRJ-006,,EMP-152,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for atlaspay-ledger repository. Currently taking > 15 minutes.
FDB-02904,Sprint-2021-W44,PRJ-016,ADR-0123,EMP-012,3,"Regarding ADR-0123 (Adopt MySQL for visionai-pipeline database storage): Implementing this decision on visionai-pipeline was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0123.
FDB-02905,Sprint-2025-W47,PRJ-016,ADR-0131,EMP-100,4,Regarding ADR-0131 (Migrate visionai-pipeline frontend architecture to React / Next.js): We hit some performance hiccups under load on visionai-pipeline after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0131.
FDB-02906,Sprint-2021-W04,PRJ-002,,EMP-140,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for novacommerce-ui repository. Currently taking > 15 minutes.
FDB-02907,Sprint-2023-W14,PRJ-014,ADR-0087,EMP-223,4,Regarding ADR-0087 (Implement Memcached cache layer for visionai-inference): The team found the design in ADR-0087 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0087.
FDB-02908,Sprint-2021-W34,PRJ-001,,EMP-211,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Improve CI build times for novacommerce-api repository. Currently taking > 15 minutes.
FDB-02909,Sprint-2022-W38,PRJ-005,,EMP-006,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-02910,Sprint-2023-W48,PRJ-018,,EMP-182,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for fusionerp-payroll repository. Currently taking > 15 minutes.
FDB-02911,Sprint-2025-W25,PRJ-020,ADR-0495,EMP-153,2,Regarding ADR-0495 (Introduce NATS for decoupled communications in platform-k8s-mesh): We hit some performance hiccups under load on platform-k8s-mesh after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0495.
FDB-02912,Sprint-2022-W02,PRJ-013,,EMP-244,3,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of cloudsync-desktop; it has too much technical debt.
FDB-02913,Sprint-2024-W21,PRJ-015,ADR-0438,EMP-078,3,Regarding ADR-0438 (Use AWS ECS to deploy visionai-training to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0438.
FDB-02914,Sprint-2023-W08,PRJ-015,,EMP-248,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-02915,Sprint-2022-W32,PRJ-025,ADR-0193,EMP-221,2,Regarding ADR-0193 (Use AWS ECS to deploy devops-ci-cd to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0193.
FDB-02916,Sprint-2021-W14,PRJ-015,,EMP-248,4,"Terraform configurations are clean, but applying them in dev environment is slow.",Provide sandbox credentials for local database testing.
FDB-02917,Sprint-2024-W05,PRJ-006,,EMP-143,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-02918,Sprint-2021-W40,PRJ-021,,EMP-107,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-02919,Sprint-2025-W49,PRJ-013,,EMP-227,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Refactor the billing module of cloudsync-desktop; it has too much technical debt.
FDB-02920,Sprint-2024-W11,PRJ-007,,EMP-191,1,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for atlaspay-portal repository. Currently taking > 15 minutes.
FDB-02921,Sprint-2023-W44,PRJ-009,,EMP-111,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-02922,Sprint-2021-W34,PRJ-015,ADR-0498,EMP-218,4,Regarding ADR-0498 (Introduce NATS for decoupled communications in visionai-training): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0498.
FDB-02923,Sprint-2025-W31,PRJ-019,,EMP-129,4,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Refactor the billing module of fusionerp-frontend; it has too much technical debt.
FDB-02924,Sprint-2022-W40,PRJ-024,ADR-0324,EMP-109,3,"Regarding ADR-0324 (Adopt DynamoDB for security-scanner database storage): Implementing this decision on security-scanner was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0324.
FDB-02925,Sprint-2024-W13,PRJ-011,,EMP-185,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for cloudsync-daemon repository. Currently taking > 15 minutes.
FDB-02926,Sprint-2024-W01,PRJ-022,,EMP-073,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-02927,Sprint-2024-W03,PRJ-022,,EMP-150,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-02928,Sprint-2025-W39,PRJ-025,,EMP-027,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-02929,Sprint-2024-W25,PRJ-013,,EMP-188,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Set up an internal knowledge base detailing API interface contracts.
FDB-02930,Sprint-2022-W08,PRJ-011,ADR-0392,EMP-148,1,Regarding ADR-0392 (Implement Memcached cache layer for cloudsync-daemon): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0392.
FDB-02931,Sprint-2023-W28,PRJ-015,,EMP-197,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Set up an internal knowledge base detailing API interface contracts.
FDB-02932,Sprint-2025-W31,PRJ-015,,EMP-171,3,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Improve CI build times for visionai-training repository. Currently taking > 15 minutes.
FDB-02933,Sprint-2023-W24,PRJ-005,ADR-0363,EMP-107,4,Regarding ADR-0363 (Migrate atlaspay-gateway frontend architecture to Angular): The team found the design in ADR-0363 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0363.
FDB-02934,Sprint-2025-W13,PRJ-011,,EMP-150,1,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for cloudsync-daemon repository. Currently taking > 15 minutes.
FDB-02935,Sprint-2021-W08,PRJ-003,,EMP-138,4,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Enforce standard code linter rules globally.
FDB-02936,Sprint-2022-W34,PRJ-024,,EMP-090,1,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Refactor the billing module of security-scanner; it has too much technical debt.
FDB-02937,Sprint-2023-W02,PRJ-007,,EMP-053,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-02938,Sprint-2023-W02,PRJ-020,ADR-0435,EMP-239,2,Regarding ADR-0435 (Migrate platform-k8s-mesh frontend architecture to Angular): We hit some performance hiccups under load on platform-k8s-mesh after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0435.
FDB-02939,Sprint-2023-W48,PRJ-022,,EMP-121,2,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Set up an internal knowledge base detailing API interface contracts.
FDB-02940,Sprint-2022-W32,PRJ-021,ADR-0023,EMP-017,4,Regarding ADR-0023 (Implement Memcached cache layer for platform-logging): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0023.
FDB-02941,Sprint-2021-W38,PRJ-022,ADR-0065,EMP-181,5,Regarding ADR-0065 (Implement Memcached cache layer for platform-monitoring): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0065.
FDB-02942,Sprint-2021-W50,PRJ-022,,EMP-096,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Improve CI build times for platform-monitoring repository. Currently taking > 15 minutes.
FDB-02943,Sprint-2024-W31,PRJ-012,ADR-0393,EMP-138,3,Regarding ADR-0393 (Adopt MongoDB for cloudsync-storage database storage): The team found the design in ADR-0393 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0393.
FDB-02944,Sprint-2023-W06,PRJ-021,ADR-0264,EMP-007,3,Regarding ADR-0264 (Implement Redis cache layer for platform-logging): We hit some performance hiccups under load on platform-logging after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0264.
FDB-02945,Sprint-2021-W04,PRJ-004,ADR-0227,EMP-123,5,Regarding ADR-0227 (Migrate novacommerce-checkout frontend architecture to React / Next.js): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0227.
FDB-02946,Sprint-2022-W26,PRJ-005,,EMP-123,4,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for atlaspay-gateway repository. Currently taking > 15 minutes.
FDB-02947,Sprint-2022-W42,PRJ-015,,EMP-128,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Set up an internal knowledge base detailing API interface contracts.
FDB-02948,Sprint-2023-W20,PRJ-002,,EMP-106,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-02949,Sprint-2025-W21,PRJ-016,,EMP-189,4,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for visionai-pipeline repository. Currently taking > 15 minutes.
FDB-02950,Sprint-2024-W11,PRJ-024,,EMP-188,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Refactor the billing module of security-scanner; it has too much technical debt.
FDB-02951,Sprint-2024-W49,PRJ-002,ADR-0252,EMP-193,3,Regarding ADR-0252 (Migrate novacommerce-ui frontend architecture to Vue.js): We hit some performance hiccups under load on novacommerce-ui after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0252.
FDB-02952,Sprint-2025-W47,PRJ-007,ADR-0208,EMP-207,5,Regarding ADR-0208 (Use Nomad to deploy atlaspay-portal to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0208.
FDB-02953,Sprint-2022-W46,PRJ-019,ADR-0458,EMP-148,2,Regarding ADR-0458 (Use Kubernetes to deploy fusionerp-frontend to AWS): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0458.
FDB-02954,Sprint-2021-W50,PRJ-015,,EMP-089,5,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Provide sandbox credentials for local database testing.
FDB-02955,Sprint-2021-W06,PRJ-025,,EMP-188,3,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-02956,Sprint-2025-W09,PRJ-021,ADR-0304,EMP-215,3,Regarding ADR-0304 (Migrate platform-logging frontend architecture to React / Next.js): The team found the design in ADR-0304 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0304.
FDB-02957,Sprint-2023-W18,PRJ-015,,EMP-197,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Refactor the billing module of visionai-training; it has too much technical debt.
FDB-02958,Sprint-2021-W20,PRJ-012,,EMP-018,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Refactor the billing module of cloudsync-storage; it has too much technical debt.
FDB-02959,Sprint-2022-W10,PRJ-010,,EMP-122,5,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-02960,Sprint-2023-W26,PRJ-014,,EMP-102,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for visionai-inference repository. Currently taking > 15 minutes.
FDB-02961,Sprint-2021-W28,PRJ-003,,EMP-156,2,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Provide sandbox credentials for local database testing.
FDB-02962,Sprint-2023-W52,PRJ-019,,EMP-174,4,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Enforce standard code linter rules globally.
FDB-02963,Sprint-2025-W45,PRJ-002,ADR-0326,EMP-225,2,Regarding ADR-0326 (Migrate novacommerce-ui frontend architecture to Angular): The team found the design in ADR-0326 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0326.
FDB-02964,Sprint-2021-W08,PRJ-006,ADR-0093,EMP-166,2,Regarding ADR-0093 (Use Kubernetes to deploy atlaspay-ledger to AWS): The team found the design in ADR-0093 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0093.
FDB-02965,Sprint-2023-W04,PRJ-004,,EMP-180,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Enforce standard code linter rules globally.
FDB-02966,Sprint-2024-W01,PRJ-002,,EMP-191,2,"Terraform configurations are clean, but applying them in dev environment is slow.",Set up an internal knowledge base detailing API interface contracts.
FDB-02967,Sprint-2024-W27,PRJ-004,,EMP-132,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Set up an internal knowledge base detailing API interface contracts.
FDB-02968,Sprint-2025-W47,PRJ-020,,EMP-125,2,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Set up an internal knowledge base detailing API interface contracts.
FDB-02969,Sprint-2023-W02,PRJ-018,,EMP-152,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Provide sandbox credentials for local database testing.
FDB-02970,Sprint-2024-W35,PRJ-004,ADR-0426,EMP-140,3,"Regarding ADR-0426 (Introduce Kafka for decoupled communications in novacommerce-checkout): Implementing this decision on novacommerce-checkout was relatively straightforward, but testing took time.",Write better onboarding docs for ADR-0426.
FDB-02971,Sprint-2024-W01,PRJ-017,,EMP-109,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Provide sandbox credentials for local database testing.
FDB-02972,Sprint-2023-W16,PRJ-007,,EMP-103,2,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Improve CI build times for atlaspay-portal repository. Currently taking > 15 minutes.
FDB-02973,Sprint-2024-W37,PRJ-016,,EMP-017,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Improve CI build times for visionai-pipeline repository. Currently taking > 15 minutes.
FDB-02974,Sprint-2023-W36,PRJ-002,,EMP-161,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Set up an internal knowledge base detailing API interface contracts.
FDB-02975,Sprint-2025-W41,PRJ-007,ADR-0334,EMP-164,2,Regarding ADR-0334 (Implement Memcached cache layer for atlaspay-portal): The team found the design in ADR-0334 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0334.
FDB-02976,Sprint-2022-W28,PRJ-005,,EMP-159,3,Using Kafka was a massive overkill for AtlasPay. We could have achieved the same results with PostgreSQL queues or simple SQS.,Enforce standard code linter rules globally.
FDB-02977,Sprint-2023-W44,PRJ-011,ADR-0320,EMP-239,3,Regarding ADR-0320 (Adopt DynamoDB for cloudsync-daemon database storage): We hit some performance hiccups under load on cloudsync-daemon after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0320.
FDB-02978,Sprint-2024-W19,PRJ-020,ADR-0441,EMP-083,2,Regarding ADR-0441 (Migrate platform-k8s-mesh frontend architecture to Vue.js): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0441.
FDB-02979,Sprint-2023-W36,PRJ-002,,EMP-196,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Refactor the billing module of novacommerce-ui; it has too much technical debt.
FDB-02980,Sprint-2024-W29,PRJ-018,,EMP-207,2,The lack of documentation on our gRPC interfaces makes it difficult for new hires to build features.,Set up an internal knowledge base detailing API interface contracts.
FDB-02981,Sprint-2022-W16,PRJ-023,,EMP-211,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for security-auth-proxy repository. Currently taking > 15 minutes.
FDB-02982,Sprint-2021-W36,PRJ-023,,EMP-157,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
FDB-02983,Sprint-2025-W23,PRJ-021,ADR-0153,EMP-188,2,Regarding ADR-0153 (Implement Redis cache layer for platform-logging): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0153.
FDB-02984,Sprint-2023-W14,PRJ-005,ADR-0384,EMP-213,3,Regarding ADR-0384 (Use AWS ECS to deploy atlaspay-gateway to AWS): The team found the design in ADR-0384 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0384.
FDB-02985,Sprint-2022-W40,PRJ-020,,EMP-083,4,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Set up an internal knowledge base detailing API interface contracts.
FDB-02986,Sprint-2021-W14,PRJ-003,ADR-0076,EMP-149,4,Regarding ADR-0076 (Adopt DynamoDB for novacommerce-cart database storage): The team found the design in ADR-0076 clean. It helped decouple our database calls nicely.,Write better onboarding docs for ADR-0076.
FDB-02987,Sprint-2023-W12,PRJ-020,,EMP-138,3,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Set up an internal knowledge base detailing API interface contracts.
FDB-02988,Sprint-2024-W17,PRJ-025,ADR-0421,EMP-202,3,Regarding ADR-0421 (Introduce Kafka for decoupled communications in devops-ci-cd): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0421.
FDB-02989,Sprint-2021-W12,PRJ-005,,EMP-211,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Improve CI build times for atlaspay-gateway repository. Currently taking > 15 minutes.
FDB-02990,Sprint-2024-W07,PRJ-012,,EMP-117,5,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Enforce standard code linter rules globally.
FDB-02991,Sprint-2025-W47,PRJ-018,ADR-0138,EMP-247,3,Regarding ADR-0138 (Adopt Cassandra for fusionerp-payroll database storage): We hit some performance hiccups under load on fusionerp-payroll after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0138.
FDB-02992,Sprint-2025-W11,PRJ-011,ADR-0212,EMP-186,3,Regarding ADR-0212 (Adopt DynamoDB for cloudsync-daemon database storage): We hit some performance hiccups under load on cloudsync-daemon after applying this decision. We might need a follow-up architecture review.,Write better onboarding docs for ADR-0212.
FDB-02993,Sprint-2023-W06,PRJ-001,,EMP-181,5,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Set up an internal knowledge base detailing API interface contracts.
FDB-02994,Sprint-2024-W37,PRJ-005,,EMP-191,2,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Provide sandbox credentials for local database testing.
FDB-02995,Sprint-2024-W45,PRJ-008,,EMP-188,3,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Set up an internal knowledge base detailing API interface contracts.
FDB-02996,Sprint-2022-W18,PRJ-022,,EMP-128,3,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Improve CI build times for platform-monitoring repository. Currently taking > 15 minutes.
FDB-02997,Sprint-2023-W14,PRJ-022,,EMP-199,2,Meetings are taking too much coding time. We should have fewer syncs and write more asynchronous updates.,Enforce standard code linter rules globally.
FDB-02998,Sprint-2023-W30,PRJ-002,,EMP-019,1,FastAPI is amazing. It self-documents our CRM endpoints and cuts down API response development time significantly.,Improve CI build times for novacommerce-ui repository. Currently taking > 15 minutes.
FDB-02999,Sprint-2023-W10,PRJ-009,,EMP-010,2,"The transition to Kubernetes makes deployments smoother, but debugging network policies in development is painful.",Improve CI build times for insightcrm-ui repository. Currently taking > 15 minutes.
FDB-03000,Sprint-2024-W41,PRJ-002,ADR-0115,EMP-206,3,Regarding ADR-0115 (Migrate novacommerce-ui frontend architecture to React / Next.js): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0115.
FDB-03001,Sprint-2023-W50,PRJ-020,,EMP-219,3,We need to enforce code formatting and ESLint rules in the CI pipeline; local configuration drifts are annoying.,Provide sandbox credentials for local database testing.
FDB-03002,Sprint-2023-W10,PRJ-009,,EMP-247,4,Redis caching solved our immediate API bottlenecks. Highly recommend rolling it out to other services.,Refactor the billing module of insightcrm-ui; it has too much technical debt.
FDB-03003,Sprint-2025-W31,PRJ-010,ADR-0233,EMP-206,2,Regarding ADR-0233 (Adopt DynamoDB for insightcrm-analytics database storage): There's still a learning curve for the team regarding the new tech stack. We need more pair programming sessions.,Write better onboarding docs for ADR-0233.
FDB-03004,Sprint-2024-W41,PRJ-017,,EMP-083,2,"The database migration to Cassandra was complex, but it solved our write throughput issues on CloudSync.",Provide sandbox credentials for local database testing.
